Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Opposition,Ground,Start Date,MatchNo,Balls,player
10.0,0,62.0,0.0,6.2,6,2,v Bangladesh,Mirpur,2016-10-07,ODI # 3791,60.0,Moeen Ali
9.0,0,39.0,0.0,4.33,6,1,v Bangladesh,Mirpur,2016-10-09,ODI # 3793,54.0,Moeen Ali
10.0,0,42.0,1.0,4.2,4,1,v Bangladesh,Chattogram,2016-10-12,ODI # 3794,60.0,Moeen Ali
6.1,0,48.0,0.0,7.78,6,2,v India,Pune,2017-01-15,ODI # 3819,36.0,Moeen Ali
6.0,0,33.0,0.0,5.5,6,1,v India,Cuttack,2017-01-19,ODI # 3821,36.0,Moeen Ali
8.0,0,41.0,0.0,5.12,6,2,v India,Eden Gardens,2017-01-22,ODI # 3824,48.0,Moeen Ali
7.0,0,37.0,0.0,5.28,5,2,v West Indies,North Sound,2017-03-03,ODI # 3845,42.0,Moeen Ali
10.0,0,44.0,1.0,4.4,6,1,v West Indies,North Sound,2017-03-05,ODI # 3848,60.0,Moeen Ali
5.0,0,27.0,0.0,5.4,5,2,v West Indies,Bridgetown,2017-03-09,ODI # 3849,30.0,Moeen Ali
9.0,0,50.0,2.0,5.55,6,2,v South Africa,Leeds,2017-05-24,ODI # 3872,54.0,Moeen Ali
8.0,0,59.0,1.0,7.37,6,2,v South Africa,Southampton,2017-05-27,ODI # 3873,48.0,Moeen Ali
8.0,1,40.0,0.0,5.0,6,1,v Bangladesh,The Oval,2017-06-01,ODI # 3875,48.0,Moeen Ali
5.0,0,24.0,0.0,4.8,6,1,v Australia,Birmingham,2017-06-10,ODI # 3885,30.0,Moeen Ali
2.0,0,15.0,0.0,7.5,6,2,v Pakistan,Cardiff,2017-06-14,ODI # 3889,12.0,Moeen Ali
2.0,0,5.0,1.0,2.5,3,1,v West Indies,Manchester,2017-09-19,ODI # 3911,12.0,Moeen Ali
10.0,0,65.0,0.0,6.5,4,2,v West Indies,Bristol,2017-09-24,ODI # 3915,60.0,Moeen Ali
9.0,1,70.0,0.0,7.77,4,1,v West Indies,The Oval,2017-09-27,ODI # 3916,54.0,Moeen Ali
10.0,0,36.0,1.0,3.6,5,1,v West Indies,Southampton,2017-09-29,ODI # 3918,60.0,Moeen Ali
10.0,0,39.0,1.0,3.9,5,1,v Australia,Melbourne,2018-01-14,ODI # 3951,60.0,Moeen Ali
7.0,0,31.0,1.0,4.42,4,1,v Australia,Brisbane,2018-01-19,ODI # 3958,42.0,Moeen Ali
10.0,0,57.0,0.0,5.7,4,2,v Australia,Sydney,2018-01-21,ODI # 3960,60.0,Moeen Ali
8.0,0,41.0,0.0,5.12,4,2,v Australia,Adelaide,2018-01-26,ODI # 3966,48.0,Moeen Ali
10.0,0,55.0,3.0,5.5,3,2,v Australia,Perth,2018-01-28,ODI # 3968,60.0,Moeen Ali
5.0,0,30.0,0.0,6.0,5,2,v New Zealand,Hamilton,2018-02-25,ODI # 3980,30.0,Moeen Ali
10.0,0,33.0,2.0,3.3,5,1,v New Zealand,Mount Maunganui,2018-02-28,ODI # 3981,60.0,Moeen Ali
10.0,1,36.0,3.0,3.6,6,2,v New Zealand,Wellington,2018-03-03,ODI # 3982,60.0,Moeen Ali
8.0,0,52.0,0.0,6.5,6,2,v New Zealand,Dunedin,2018-03-07,ODI # 3989,48.0,Moeen Ali
10.0,1,39.0,1.0,3.9,5,1,v New Zealand,Christchurch,2018-03-10,ODI # 3992,60.0,Moeen Ali
