Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Opposition,Ground,Start Date,MatchNo,Balls,player
7.0,1,13.0,3.0,1.85,1,2,v Australia,Providence,2016-06-07,ODI # 3741,42.0,Kagiso Rabada
8.0,0,66.0,1.0,8.25,2,1,v Australia,Basseterre,2016-06-11,ODI # 3743,48.0,Kagiso Rabada
7.0,0,46.0,0.0,6.57,2,2,v West Indies,Basseterre,2016-06-15,ODI # 3747,42.0,Kagiso Rabada
10.0,1,31.0,3.0,3.1,1,1,v West Indies,Bridgetown,2016-06-24,ODI # 3754,60.0,Kagiso Rabada
4.0,1,22.0,1.0,5.5,1,2,v Ireland,Benoni,2016-09-25,ODI # 3780,24.0,Kagiso Rabada
10.0,0,63.0,0.0,6.3,2,1,v Australia,Centurion,2016-09-30,ODI # 3785,60.0,Kagiso Rabada
7.0,0,31.0,2.0,4.42,2,2,v Australia,Johannesburg,2016-10-02,ODI # 3787,42.0,Kagiso Rabada
10.0,0,86.0,1.0,8.6,2,1,v Australia,Durban,2016-10-05,ODI # 3790,60.0,Kagiso Rabada
9.0,0,84.0,2.0,9.33,2,2,v Australia,Cape Town,2016-10-12,ODI # 3795,54.0,Kagiso Rabada
10.0,1,35.0,1.0,3.5,1,1,v Sri Lanka,Gqeberha,2017-01-28,ODI # 3828,60.0,Kagiso Rabada
8.0,0,47.0,1.0,5.87,1,2,v Sri Lanka,Durban,2017-02-01,ODI # 3830,48.0,Kagiso Rabada
7.0,0,39.0,2.0,5.57,1,1,v Sri Lanka,Johannesburg,2017-02-04,ODI # 3831,42.0,Kagiso Rabada
9.0,1,50.0,2.0,5.55,4,2,v Sri Lanka,Cape Town,2017-02-07,ODI # 3833,54.0,Kagiso Rabada
10.0,0,55.0,0.0,5.5,1,2,v Sri Lanka,Centurion,2017-02-10,ODI # 3834,60.0,Kagiso Rabada
7.0,1,31.0,2.0,4.42,1,1,v New Zealand,Hamilton,2017-02-19,ODI # 3836,42.0,Kagiso Rabada
10.0,0,39.0,2.0,3.9,1,2,v New Zealand,Wellington,2017-02-25,ODI # 3841,60.0,Kagiso Rabada
8.0,0,41.0,1.0,5.12,1,2,v New Zealand,Hamilton,2017-03-01,ODI # 3843,48.0,Kagiso Rabada
7.1,1,25.0,3.0,3.48,1,1,v New Zealand,Auckland,2017-03-04,ODI # 3846,42.0,Kagiso Rabada
9.0,0,63.0,1.0,7.0,1,1,v England,Leeds,2017-05-24,ODI # 3872,54.0,Kagiso Rabada
10.0,0,50.0,2.0,5.0,1,1,v England,Southampton,2017-05-27,ODI # 3873,60.0,Kagiso Rabada
9.0,1,39.0,4.0,4.33,1,1,v England,Lord's,2017-05-29,ODI # 3874,54.0,Kagiso Rabada
8.0,1,46.0,1.0,5.75,1,2,v Sri Lanka,The Oval,2017-06-03,ODI # 3877,48.0,Kagiso Rabada
7.0,1,36.0,0.0,5.14,1,2,v Pakistan,Birmingham,2017-06-07,ODI # 3881,42.0,Kagiso Rabada
9.0,2,34.0,0.0,3.77,1,2,v India,The Oval,2017-06-11,ODI # 3886,54.0,Kagiso Rabada
10.0,1,43.0,4.0,4.3,1,1,v Bangladesh,Kimberley,2017-10-15,ODI # 3923,60.0,Kagiso Rabada
9.0,1,40.0,0.0,4.44,1,2,v Bangladesh,Paarl,2017-10-18,ODI # 3925,54.0,Kagiso Rabada
8.0,1,33.0,1.0,4.12,1,2,v Bangladesh,East London,2017-10-22,ODI # 3929,48.0,Kagiso Rabada
9.3,0,48.0,0.0,5.05,2,2,v India,Durban,2018-02-01,ODI # 3969,57.0,Kagiso Rabada
5.0,0,24.0,1.0,4.8,2,2,v India,Centurion,2018-02-04,ODI # 3970,30.0,Kagiso Rabada
10.0,1,54.0,1.0,5.4,1,1,v India,Cape Town,2018-02-07,ODI # 3971,60.0,Kagiso Rabada
10.0,0,58.0,2.0,5.8,2,1,v India,Johannesburg,2018-02-10,ODI # 3973,60.0,Kagiso Rabada
9.0,0,58.0,1.0,6.44,2,1,v India,Gqeberha,2018-02-13,ODI # 3976,54.0,Kagiso Rabada
8.0,0,41.0,4.0,5.12,1,1,v Sri Lanka,Dambulla,2018-07-29,ODI # 4025,48.0,Kagiso Rabada
9.0,1,48.0,1.0,5.33,1,1,v Sri Lanka,Dambulla,2018-08-01,ODI # 4027,54.0,Kagiso Rabada
8.0,0,34.0,0.0,4.25,1,2,v Sri Lanka,Pallekele,2018-08-05,ODI # 4029,48.0,Kagiso Rabada
10.0,0,47.0,1.0,4.7,1,1,v Sri Lanka,Colombo (RPS),2018-08-12,ODI # 4031,60.0,Kagiso Rabada
8.0,2,34.0,2.0,4.25,1,1,v Zimbabwe,Kimberley,2018-09-30,ODI # 4049,48.0,Kagiso Rabada
10.0,1,32.0,3.0,3.2,3,1,v Zimbabwe,Paarl,2018-10-06,ODI # 4051,60.0,Kagiso Rabada
8.0,0,30.0,0.0,3.75,3,1,v Australia,Perth,2018-11-04,ODI # 4065,48.0,Kagiso Rabada
9.3,0,54.0,4.0,5.68,3,1,v Australia,Adelaide,2018-11-09,ODI # 4067,57.0,Kagiso Rabada
10.0,3,40.0,3.0,4.0,3,2,v Australia,Hobart,2018-11-11,ODI # 4069,60.0,Kagiso Rabada
9.1,1,51.0,0.0,5.56,1,2,v Pakistan,Gqeberha,2019-01-19,ODI # 4080,54.0,Kagiso Rabada
