Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Opposition,Ground,Start Date,MatchNo,Balls,player
6.1,0,42.0,0.0,6.81,1,2,v New Zealand,Karachi,2023-01-13,ODI # 4504,36.0,Mohammad Hasnain
10.0,0,39.0,0.0,3.9,4,1,v New Zealand,Dubai (DSC),2014-12-08,ODI # 3564,60.0,Haris Sohail
9.0,0,48.0,3.0,5.33,5,2,v New Zealand,Sharjah,2014-12-12,ODI # 3566,54.0,Haris Sohail
7.0,0,45.0,3.0,6.42,5,2,v New Zealand,Sharjah,2014-12-14,ODI # 3568,42.0,Haris Sohail
8.0,0,47.0,0.0,5.87,5,1,v New Zealand,Abu Dhabi,2014-12-17,ODI # 3570,48.0,Haris Sohail
8.0,0,38.0,0.0,4.75,5,1,v New Zealand,Abu Dhabi,2014-12-19,ODI # 3571,48.0,Haris Sohail
4.0,0,16.0,0.0,4.0,5,2,v New Zealand,Wellington,2015-01-31,ODI # 3596,24.0,Haris Sohail
6.0,0,47.0,0.0,7.83,5,1,v New Zealand,Napier,2015-02-03,ODI # 3598,36.0,Haris Sohail
4.0,0,26.0,0.0,6.5,6,1,v India,Adelaide,2015-02-15,ODI # 3602,24.0,Haris Sohail
9.0,0,62.0,2.0,6.88,4,1,v West Indies,Christchurch,2015-02-21,ODI # 3608,54.0,Haris Sohail
3.0,0,18.0,0.0,6.0,7,2,v U.A.E.,Napier,2015-03-04,ODI # 3622,18.0,Haris Sohail
3.0,0,20.0,1.0,6.66,6,1,v Ireland,Adelaide,2015-03-15,ODI # 3639,18.0,Haris Sohail
2.0,0,7.0,0.0,3.5,6,2,v Australia,Adelaide,2015-03-20,ODI # 3642,12.0,Haris Sohail
3.0,0,31.0,0.0,10.33,6,1,v Bangladesh,Mirpur,2015-04-17,ODI # 3647,18.0,Haris Sohail
6.0,0,29.0,1.0,4.83,6,2,v New Zealand,Hamilton,2018-01-16,ODI # 3953,36.0,Haris Sohail
6.0,0,30.0,0.0,5.0,5,1,v Afghanistan,Abu Dhabi,2018-09-21,ODI # 4043,36.0,Haris Sohail
4.0,0,18.0,0.0,4.5,6,2,v Australia,Sharjah,2019-03-24,ODI # 4117,24.0,Haris Sohail
7.0,0,35.0,1.0,5.0,6,1,v Australia,Abu Dhabi,2019-03-27,ODI # 4118,42.0,Haris Sohail
2.0,0,9.0,0.0,4.5,6,1,v Australia,Dubai (DSC),2019-03-29,ODI # 4119,12.0,Haris Sohail
1.0,0,13.0,0.0,13.0,6,1,v Australia,Dubai (DSC),2019-03-31,ODI # 4120,6.0,Haris Sohail
3.0,0,16.0,0.0,5.33,6,1,v England,Southampton,2019-05-11,ODI # 4133,18.0,Haris Sohail
2.0,0,19.0,0.0,9.5,6,2,v England,Bristol,2019-05-14,ODI # 4135,12.0,Haris Sohail
8.0,0,60.0,0.0,7.5,2,1,v New Zealand,Rawalpindi,2023-04-29,ODI # 4571,48.0,Ihsanullah
10.0,0,50.0,1.0,5.0,6,1,v Australia,Lahore,2022-03-29,ODI # 4379,60.0,Khushdil Shah
6.0,0,57.0,1.0,9.5,6,1,v Australia,Lahore,2022-03-31,ODI # 4380,36.0,Khushdil Shah
2.0,0,15.0,0.0,7.5,6,1,v Netherlands,Rotterdam,2022-08-18,ODI # 4452,12.0,Khushdil Shah
